ORB/FREAK : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
ORB/SIFT : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
AKAZE/BRISK : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
AKAZE/BRIEF : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
AKAZE/ORB : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
AKAZE/FREAK : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
AKAZE/AKAZE : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
AKAZE/SIFT : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
SIFT/BRISK : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
SIFT/BRIEF : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
SIFT/FREAK : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
SIFT/SIFT : 12.515600, 12.614245, 14.091013, 16.689386, 15.746544, 12.783491, 11.984351, 13.124118, 13.024118, 11.174641, 12.808601, 8.959780, 9.964390, 9.598630, 8.521566, 9.515525, 9.612415, 8.398803, 
